GO_term,Term_Name_Clean,Ontology
GO:0015662,P-type Ion Transporter Activity,Molecular function
GO:0030552,cAMP Binding,Molecular function
GO:0035004,Phosphatidylinositol 3-Kinase Activity,Molecular function
GO:0015132,Prostaglandin Transmembrane Transporter Activity,Molecular function
GO:0015291,Secondary Active Transmembrane Transporter Activity,Molecular function
GO:0048027,mRNA 5'-UTR Binding,Molecular function
GO:0008139,Nuclear Localization Sequence Binding,Molecular function
GO:0003727,Single-Stranded RNA Binding,Molecular function
GO:0032452,Histone Demethylase Activity,Molecular function
GO:0015171,Amino Acid Transmembrane Transporter Activity,Molecular function
GO:0005506,Iron Ion Binding,Molecular function
GO:0017080,Sodium Channel Regulator Activity,Molecular function
GO:0001664,G Protein-Coupled Receptor Binding,Molecular function
GO:0016709,"Oxidoreductase Activity, Acting On Paired Donors, With Incorporation Or Reduction Of Molecular Oxygen, NAD(P)H As One Donor, And Incorporation Of One Atom Of Oxygen",Molecular function
GO:0032813,Tumor Necrosis Factor Receptor Superfamily Binding,Molecular function
GO:0016616,"Oxidoreductase Activity, Acting On The CH-OH Group Of Donors, NAD Or NADP As Acceptor",Molecular function
GO:0016628,"Oxidoreductase Activity, Acting On The CH-CH Group Of Donors, NAD Or NADP As Acceptor",Molecular function
GO:0030159,Signaling Receptor Complex Adaptor Activity,Molecular function
GO:0016712,"Oxidoreductase Activity, Acting On Paired Donors, With Incorporation Or Reduction Of Molecular Oxygen, Reduced Flavin Or Flavoprotein As One Donor, And Incorporation Of One Atom Of Oxygen",Molecular function
GO:0004029,Aldehyde Dehydrogenase (NAD+) Activity,Molecular function
GO:0004030,Aldehyde Dehydrogenase [NAD(P)+] Activity,Molecular function
GO:0035615,Clathrin Adaptor Activity,Molecular function
GO:0016308,1-Phosphatidylinositol-4-Phosphate 5-Kinase Activity,Molecular function
GO:0008556,P-type Potassium Transmembrane Transporter Activity,Molecular function
GO:0016881,Acid-Amino Acid Ligase Activity,Molecular function
GO:0050544,Arachidonic Acid Binding,Molecular function
GO:0017162,Aryl Hydrocarbon Receptor Binding,Molecular function
GO:0019828,Aspartic-Type Endopeptidase Inhibitor Activity,Molecular function
GO:0004723,Calcium-Dependent Protein Serine/Threonine Phosphatase Activity,Molecular function
GO:0050543,Icosatetraenoic Acid Binding,Molecular function
GO:0050998,Nitric-Oxide Synthase Binding,Molecular function
GO:0031402,Sodium Ion Binding,Molecular function
GO:0051537,"2 Iron, 2 Sulfur Cluster Binding",Molecular function
GO:0034236,Protein Kinase A Catalytic Subunit Binding,Molecular function
GO:0032266,Phosphatidylinositol-3-Phosphate Binding,Molecular function
GO:0015459,Potassium Channel Regulator Activity,Molecular function
GO:0005509,Calcium Ion Binding,Molecular function
GO:0016208,AMP Binding,Molecular function
GO:0004032,alditol:NADP+ 1-Oxidoreductase Activity,Molecular function
GO:0070513,Death Domain Binding,Molecular function
GO:0015095,Magnesium Ion Transmembrane Transporter Activity,Molecular function
GO:0045159,Myosin II Binding,Molecular function
GO:0001640,Adenylate Cyclase Inhibiting G Protein-Coupled Glutamate Receptor Activity,Molecular function
GO:0032052,Bile Acid Binding,Molecular function
GO:0140492,Metal-Dependent Deubiquitinase Activity,Molecular function
GO:0052813,Phosphatidylinositol Bisphosphate Kinase Activity,Molecular function
GO:0042162,Telomeric DNA Binding,Molecular function
GO:0015297,Antiporter Activity,Molecular function
GO:0031593,Polyubiquitin Modification-Dependent Protein Binding,Molecular function
GO:0048018,Receptor Ligand Activity,Molecular function
GO:0030145,Manganese Ion Binding,Molecular function
GO:0000339,RNA Cap Binding,Molecular function
GO:0000993,RNA Polymerase II Complex Binding,Molecular function
GO:0042169,SH2 Domain Binding,Molecular function
GO:0030515,snoRNA Binding,Molecular function
GO:0001099,Basal RNA Polymerase II Transcription Machinery Binding,Molecular function
GO:0016706,2-Oxoglutarate-Dependent Dioxygenase Activity,Molecular function
GO:0015175,Neutral L-amino Acid Transmembrane Transporter Activity,Molecular function
GO:0005112,Notch Binding,Molecular function
GO:0005085,Guanyl-Nucleotide Exchange Factor Activity,Molecular function
GO:0035198,miRNA Binding,Molecular function
GO:0019210,Kinase Inhibitor Activity,Molecular function
GO:0015172,Acidic Amino Acid Transmembrane Transporter Activity,Molecular function
GO:0016655,"Oxidoreductase Activity, Acting On NAD(P)H, Quinone Or Similar Compound As Acceptor",Molecular function
GO:0008308,Voltage-Gated Monoatomic Anion Channel Activity,Molecular function
GO:0043425,bHLH Transcription Factor Binding,Molecular function
GO:0050700,CARD Domain Binding,Molecular function
GO:0017081,Chloride Channel Regulator Activity,Molecular function
GO:0042800,Histone H3K4 Methyltransferase Activity,Molecular function
GO:0016780,"Phosphotransferase Activity, For Other Substituted Phosphate Groups",Molecular function
GO:0140035,Ubiquitination-Like Modification-Dependent Protein Binding,Molecular function
GO:0042805,Actinin Binding,Molecular function
GO:0015295,Solute:Proton Symporter Activity,Molecular function
GO:0070742,C2H2 Zinc Finger Domain Binding,Molecular function
GO:0003906,DNA-(apurinic Or Apyrimidinic Site) Endonuclease Activity,Molecular function
GO:1990226,Histone Methyltransferase Binding,Molecular function
GO:0046974,Histone H3K9 Methyltransferase Activity,Molecular function
GO:0019966,Interleukin-1 Binding,Molecular function
GO:0031435,Mitogen-Activated Protein Kinase Kinase Kinase Binding,Molecular function
GO:0016783,Sulfurtransferase Activity,Molecular function
GO:0008083,Growth Factor Activity,Molecular function
GO:0008528,G Protein-Coupled Peptide Receptor Activity,Molecular function
GO:0003785,Actin Monomer Binding,Molecular function
GO:0097718,Disordered Domain Specific Binding,Molecular function
GO:0051721,Protein Phosphatase 2A Binding,Molecular function
GO:0043139,5'-3' DNA Helicase Activity,Molecular function
GO:0035381,ATP-gated Ion Channel Activity,Molecular function
GO:0004972,NMDA Glutamate Receptor Activity,Molecular function
GO:0030619,U1 snRNA Binding,Molecular function
GO:0047023,Androsterone Dehydrogenase Activity,Molecular function
GO:0000405,Bubble DNA Binding,Molecular function
GO:0101020,Estrogen 16-Alpha-Hydroxylase Activity,Molecular function
GO:0015926,Glucosidase Activity,Molecular function
GO:0140852,Histone Ubiquitin Ligase Activity,Molecular function
GO:0016742,"Hydroxymethyl-, Formyl- And Related Transferase Activity",Molecular function
GO:0050542,Icosanoid Binding,Molecular function
GO:0043121,Neurotrophin Binding,Molecular function
GO:0016624,"Oxidoreductase Activity, Acting On The Aldehyde Or Oxo Group Of Donors, Disulfide As Acceptor",Molecular function
GO:0034046,poly(G) Binding,Molecular function
GO:0015216,Purine Nucleotide Transmembrane Transporter Activity,Molecular function
GO:0019871,Sodium Channel Inhibitor Activity,Molecular function
GO:0003857,3-hydroxyacyl-CoA Dehydrogenase Activity,Molecular function
GO:0098821,BMP Receptor Activity,Molecular function
GO:0055131,C3HC4-type RING Finger Domain Binding,Molecular function
GO:0016421,CoA Carboxylase Activity,Molecular function
GO:0050693,LBD Domain Binding,Molecular function
GO:0008554,P-type Sodium Transporter Activity,Molecular function
GO:0005391,P-type Sodium:Potassium-Exchanging Transporter Activity,Molecular function
GO:0003964,RNA-directed DNA Polymerase Activity,Molecular function
GO:0030621,U4 snRNA Binding,Molecular function
GO:0010854,Adenylate Cyclase Regulator Activity,Molecular function
GO:0034190,Apolipoprotein Receptor Binding,Molecular function
GO:0016406,Carnitine O-acyltransferase Activity,Molecular function
GO:0005127,Ciliary Neurotrophic Factor Receptor Binding,Molecular function
GO:0031419,Cobalamin Binding,Molecular function
GO:0051379,Epinephrine Binding,Molecular function
GO:0009378,Four-Way Junction Helicase Activity,Molecular function
GO:1903763,Gap Junction Channel Activity Involved In Cell Communication By Electrical Coupling,Molecular function
GO:1990254,Keratin Filament Binding,Molecular function
GO:0030983,Mismatched DNA Binding,Molecular function
GO:0046934,"Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Activity",Molecular function
GO:0030346,Protein Phosphatase 2B Binding,Molecular function
GO:0050253,Retinyl-Palmitate Esterase Activity,Molecular function
GO:0120146,Sulfatide Binding,Molecular function
GO:0000099,Sulfur Amino Acid Transmembrane Transporter Activity,Molecular function
GO:0003720,Telomerase Activity,Molecular function
GO:0030283,Testosterone Dehydrogenase [NAD(P)] Activity,Molecular function
GO:0005251,Delayed Rectifier Potassium Channel Activity,Molecular function
GO:0043175,RNA Polymerase Core Enzyme Binding,Molecular function
GO:0008237,Metallopeptidase Activity,Molecular function
GO:0046943,Carboxylic Acid Transmembrane Transporter Activity,Molecular function
GO:0016538,Cyclin-Dependent Protein Serine/Threonine Kinase Regulator Activity,Molecular function
GO:0001727,Lipid Kinase Activity,Molecular function
GO:0004806,Triglyceride Lipase Activity,Molecular function
GO:0019894,Kinesin Binding,Molecular function
GO:0015079,Potassium Ion Transmembrane Transporter Activity,Molecular function
GO:0001614,Purinergic Nucleotide Receptor Activity,Molecular function
GO:0005452,Solute:Inorganic Anion Antiporter Activity,Molecular function
GO:0003746,Translation Elongation Factor Activity,Molecular function
GO:1904315,Transmitter-Gated Monoatomic Ion Channel Activity Involved In Regulation Of Postsynaptic Membrane Potential,Molecular function
GO:0070412,R-SMAD Binding,Molecular function
GO:0008106,Alcohol Dehydrogenase (NADP+) Activity,Molecular function
GO:0004950,Chemokine Receptor Activity,Molecular function
GO:0042054,Histone Methyltransferase Activity,Molecular function
GO:0008017,Microtubule Binding,Molecular function
GO:0030296,Protein Tyrosine Kinase Activator Activity,Molecular function
GO:0019789,SUMO Transferase Activity,Molecular function
GO:0005313,L-glutamate Transmembrane Transporter Activity,Molecular function
GO:0000340,RNA 7-Methylguanosine Cap Binding,Molecular function
GO:0060229,Lipase Activator Activity,Molecular function
GO:0004535,poly(A)-specific Ribonuclease Activity,Molecular function
GO:0031432,Titin Binding,Molecular function
GO:0016758,Hexosyltransferase Activity,Molecular function
GO:0005246,Calcium Channel Regulator Activity,Molecular function
GO:0008324,Monoatomic Cation Transmembrane Transporter Activity,Molecular function
GO:0045309,Protein Phosphorylated Amino Acid Binding,Molecular function
GO:0016831,Carboxy-Lyase Activity,Molecular function
GO:0005244,Voltage-Gated Monoatomic Ion Channel Activity,Molecular function
GO:0022839,Monoatomic Ion Gated Channel Activity,Molecular function
GO:0010181,FMN Binding,Molecular function
GO:0019855,Calcium Channel Inhibitor Activity,Molecular function
GO:0036122,BMP Binding,Molecular function
GO:0008392,Arachidonic Acid Epoxygenase Activity,Molecular function
GO:0008484,Sulfuric Ester Hydrolase Activity,Molecular function
GO:0023026,MHC Class II Protein Complex Binding,Molecular function
GO:0050681,Nuclear Androgen Receptor Binding,Molecular function
GO:0022829,Wide Pore Channel Activity,Molecular function
GO:0016279,Protein-Lysine N-methyltransferase Activity,Molecular function
GO:0008097,5S rRNA Binding,Molecular function
GO:0015180,L-alanine Transmembrane Transporter Activity,Molecular function
GO:0015183,L-aspartate Transmembrane Transporter Activity,Molecular function
GO:0005388,P-type Calcium Transporter Activity,Molecular function
GO:0001164,RNA Polymerase I Core Promoter Sequence-Specific DNA Binding,Molecular function
GO:0015377,Chloride:Monoatomic Cation Symporter Activity,Molecular function
GO:0043522,Leucine Zipper Domain Binding,Molecular function
GO:0035259,Nuclear Glucocorticoid Receptor Binding,Molecular function
GO:0015379,Potassium:Chloride Symporter Activity,Molecular function
GO:0005523,Tropomyosin Binding,Molecular function
GO:0043184,Vascular Endothelial Growth Factor Receptor 2 Binding,Molecular function
GO:0004222,Metalloendopeptidase Activity,Molecular function
GO:0046915,Transition Metal Ion Transmembrane Transporter Activity,Molecular function
GO:0004521,RNA Endonuclease Activity,Molecular function
GO:0017151,DEAD/H-box RNA Helicase Binding,Molecular function
GO:0002151,G-quadruplex RNA Binding,Molecular function
GO:0034979,NAD-dependent Protein Deacetylase Activity,Molecular function
GO:0003988,acetyl-CoA C-acyltransferase Activity,Molecular function
GO:0003993,Acid Phosphatase Activity,Molecular function
GO:0003997,acyl-CoA Oxidase Activity,Molecular function
GO:0016832,Aldehyde-Lyase Activity,Molecular function
GO:0090599,Alpha-Glucosidase Activity,Molecular function
GO:0015247,Aminophospholipid Flippase Activity,Molecular function
GO:0005351,Carbohydrate:Proton Symporter Activity,Molecular function
GO:0004931,Extracellularly ATP-gated Monoatomic Cation Channel Activity,Molecular function
GO:0005223,Intracellular cGMP-activated Cation Channel Activity,Molecular function
GO:0004465,Lipoprotein Lipase Activity,Molecular function
GO:0016015,Morphogen Activity,Molecular function
GO:0032036,Myosin Heavy Chain Binding,Molecular function
GO:0016502,Nucleotide Receptor Activity,Molecular function
GO:0016670,"Oxidoreductase Activity, Acting On A Sulfur Group Of Donors, Oxygen As Acceptor",Molecular function
GO:0042975,Peroxisome Proliferator Activated Receptor Binding,Molecular function
GO:0031433,Telethonin Binding,Molecular function
GO:0005021,Vascular Endothelial Growth Factor Receptor Activity,Molecular function
GO:0061578,K63-linked Deubiquitinase Activity,Molecular function
GO:0042288,MHC Class I Protein Binding,Molecular function
GO:0089720,Caspase Binding,Molecular function
GO:0000062,fatty-acyl-CoA Binding,Molecular function
GO:0032454,Histone H3K9 Demethylase Activity,Molecular function
GO:0005159,Insulin-Like Growth Factor Receptor Binding,Molecular function
GO:0015116,Sulfate Transmembrane Transporter Activity,Molecular function
GO:0070530,K63-linked Polyubiquitin Modification-Dependent Protein Binding,Molecular function
GO:0008080,N-acetyltransferase Activity,Molecular function
GO:0051393,Alpha-Actinin Binding,Molecular function
GO:0071813,Lipoprotein Particle Binding,Molecular function
